Question	Answer	Source	Metadata
Another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Any different jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Are there any other jokes that you know of	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Are there any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Can you tell me a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Can you tell me a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Can you tell me a second joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Can you tell me another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Can you tell me any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Do you know a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Do you know another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Do you know any new jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Do you know any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Don't you have any other jokes 	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Got a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Got a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Got a second joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Got any different jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Got any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How about a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How about a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How about a second joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How about another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How bout a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
How bout another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
I already heard that one	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
I want a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
I've already heard that one before	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Say a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Say a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Say another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me a different joke.	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me a dirty joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me a pirate joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me a science joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Tell me another joke.	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
u know a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
u know a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
u know a second joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
u know another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
u know any other jokes	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Wanna share a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Wanna share a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Wanna share another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Want to share a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Want to share a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Want to share another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What different jokes do you know	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What is a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What is another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes are there 	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes can you say	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes can you tell	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes do you have	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes do you know of	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What other jokes do you know	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What is a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
What is another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Will you tell me  a second joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Will you tell me a different joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Will you tell me a new joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Will you tell me another joke	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
You already told me that 	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
You already told me that one	I don't have any jokes lined up.	qna_chitchat_professional	editorial:chitchat
Amuse me	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
Be funny 	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
Be ridiculous 	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
Be silly 	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
Can you be funny 	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
Can you be ridiculous	Well, I am not really that funny.	qna_chitchat_professional	editorial:chitchat
